,id,caller_id,name,address_city,address,phone_number,county,chain,treat,call_attempts,day,time,female_rep,esl_rep,script_budget_upcharge,script_knowledge,quote_point,quote_range_low,quote_range_high,no_quote_reason,quote_breakdown,notes,analyzed_comment,range_provided,enrolled_subject,outcome,returned_call,failed_callback,does_not_perform_service,onsite_additional_info,female_caller,esl_caller,non_complier,attrition,esl_affinity,gender_affinity,gender_esl_affinity,no_quote_reason_NA,no_quote_reason_does_not_provide_this_service,no_quote_reason_no_contact_after_2_tries,no_quote_reason_other,no_quote_reason_refused_to_provide_quote,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
320,320,5,"Boyle’s Foreign Car Repair",lakewood,"7202 Steilacoom Blvd SW Lakewood, WA 98499","(253) 588-8669",pierce,0,1,2,Friday,13,,,,,,,,no_contact_after_2_tries,,,no_comment,0,1,,0,0,0,0,1,1,0,0,,,,0,0,1,0,0,47.17753,-122.533756,1,rooftop,7202,"Steilacoom Blvd SW",,,Lakewood,WA,"Pierce County",98499,US,Pierce
321,321,5,"Tacoma Tire & Wheel",lakewood,"7711 Custer Rd W Lakewood, WA 98499","(253) 244-7162",pierce,0,1,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,1,1,0,0,,,,1,0,0,0,0,47.186878,-122.516667,1,rooftop,7711,"Custer Rd W",,,Lakewood,WA,"Pierce County",98499,US,Pierce
322,322,1,"American Automotive Service Centers",lakewood,"12001 Pacific Hwy SW Lakewood, WA 98499","(253) 588-8111",pierce,0,1,2,,,,,,,,,,no_contact_after_2_tries,,"call does not go through",no_phone_contact,0,0,,0,0,0,0,1,0,0,0,,,,0,0,1,0,0,47.148391,-122.505182,1,rooftop,12001,"Pacific Hwy SW",,,Lakewood,WA,"Pierce County",98499,US,Pierce
323,323,6,"Coopers Auto Repair Specialists",tacoma,"1718 103rd St E Tacoma, WA 98445","(253) 536-3797",pierce,1,0,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,0,1,0,0,,,,1,0,0,0,0,47.163078,-122.40591,1,rooftop,1718,"103rd St E",,,Tacoma,WA,"Pierce County",98445,US,Pierce
324,324,3,"Zyggi’s Auto Shop",tacoma,"3912 S 56th St Tacoma, WA 98409","(253) 475-7405",pierce,0,0,2,Tuesday,15,0,0,0,0,700,,,,1,"Mechanic busy - asked to call tomorrow morning",additional_context,0,1,700,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,47.205788,-122.489974,1,rooftop,3912,"S 56th St",,,Tacoma,WA,"Pierce County",98409,US,Pierce
325,325,6,"Simmons Automotive",tacoma,"5601 S Proctor St Tacoma, WA 98409","(253) 466-7574",pierce,0,0,2,Thursday,15,,,,,,,,no_contact_after_2_tries,,,no_comment,0,1,,0,0,0,0,0,1,0,0,,,,0,0,1,0,0,47.206037,-122.488641,1,rooftop,5601,"S Proctor St",,,Tacoma,WA,"Pierce County",98409,US,Pierce
326,326,4,"Rolfs Import Auto",lakewood,"3122 96th St S Lakewood, WA 98499","(253) 584-7770",pierce,0,1,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,0,1,0,0,,,,1,0,0,0,0,47.169919,-122.476615,1,rooftop,3122,"96th St S",,,Lakewood,WA,"Pierce County",98499,US,Pierce
327,327,2,"Richtuned Motorsports",lakewood,"3875 Steilacoom Blvd SW Ste C Lakewood, WA 98499","(253) 249-7270",pierce,0,0,1,Tuesday,11,,,,,,,,no_contact_after_2_tries,,Voicemail,no_phone_contact,0,0,,0,0,0,0,0,1,0,0,,,,0,0,1,0,0,47.177665,-122.489115,1,rooftop,3875,"Steilacoom Blvd SW",Ste,C,Lakewood,WA,"Pierce County",98499,US,Pierce
328,328,8,"Bucky’s Complete Auto Repair",lakewood,"10002 Lakeview Ave SW Lakewood, WA 98499","(253) 588-8600",pierce,1,0,1,Thursday,12,,,,,,,,no_contact_after_2_tries,,"Does not accept blocked number",no_phone_contact,0,0,,0,0,0,0,0,0,0,0,,,,0,0,1,0,0,47.166198,-122.494822,1,rooftop,10002,"Lakeview Ave SW",,,Lakewood,WA,"Pierce County",98499,US,Pierce
329,329,8,"Center Street Auto Repair",tacoma,"3007 S Pine St Tacoma, WA 98409","(253) 472-1913",pierce,0,0,1,Wednesday,13,1,0,0,0,690,,,,1,,no_comment,0,1,690,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,47.231163,-122.473153,1,rooftop,3007,"S Pine St",,,Tacoma,WA,"Pierce County",98409,US,Pierce
330,330,6,"Austin’s Pro Max",tacoma,"5602 S Tacoma Way Tacoma, WA 98409","(253) 472-1336",pierce,0,0,2,Friday,14,,,,,,,,no_contact_after_2_tries,,,no_comment,0,1,,0,0,0,0,0,1,0,0,,,,0,0,1,0,0,47.205898,-122.484419,1,rooftop,5602,"S Tacoma Way",,,Tacoma,WA,"Pierce County",98409,US,Pierce
331,331,4,"Bp Automotive",lakewood,"3906 108th St SW Lakewood, WA 98499","(253) 584-7493",pierce,0,1,1,Monday,15,0,0,0,0,587.97,,,,1,"Can do it in one day",additional_context,0,1,587.97,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,47.159128,-122.489302,1,rooftop,3906,"108th St SW",,,Lakewood,WA,"Pierce County",98499,US,Pierce
332,332,6,"9999 Auto Repair",lakewood,"7524 Custer Rd W Lakewood, WA 98499","(253) 473-7535",pierce,0,0,1,Friday,10,0,0,0,0,633,,,,1,,no_comment,0,1,633,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,47.188793,-122.514288,1,rooftop,7524,"Custer Rd W",,,Lakewood,WA,"Pierce County",98499,US,Pierce
333,333,6,"Precision Auto Works",arlington,"16831 Smokey Point Blvd Arlington, WA 98223","(360) 548-3028",snohomish,0,0,2,Friday,11,,,,,,,,other,,"waiting for them to call back with quote",failed_callback,0,1,,0,1,0,0,0,1,0,1,,,,0,0,0,1,0,48.149693,-122.182482,1,rooftop,16831,"Smokey Point Blvd",,,Arlington,WA,"Snohomish County",98223,US,Snohomish
334,334,6,"Aaron’s Automotive",marysville,"7625 44th Ave NE Marysville, WA 98270","(360) 653-6223",snohomish,0,0,1,Thursday,15,1,0,0,0,650,,,,0,,no_comment,0,1,650,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,48.065146,-122.171639,1,range_interpolation,7625,"44th Ave NE",,,Marysville,WA,"Snohomish County",98270,US,"TIGER/Line® dataset from the US Census Bureau"
335,335,5,"Meineke Car Care Center",marysville,"10501 State Ave Marysville, WA 98271","(360) 547-7276",snohomish,1,1,2,Monday,13,0,0,0,0,,500,600,,0,,no_comment,1,1,550,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,48.092234,-122.173195,1,range_interpolation,10501,"State Ave",,,Marysville,WA,"Snohomish County",98271,US,"TIGER/Line® dataset from the US Census Bureau"
336,336,8,"Smokey Point Auto Repair",arlington,"16815 Smokey Point Blvd Ste C Arlington, WA 98223","(360) 658-5686",snohomish,0,0,1,Tuesday,14,1,0,0,0,881.73,,,,0,"They returned phonecall/ left voicemail",returned_call_with_quote,0,1,881.73,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,48.149003,-122.182519,1,rooftop,16815,"Smokey Point Blvd",Ste,C,Arlington,WA,"Snohomish County",98223,US,Snohomish
337,337,8,"SS Auto Repair and Performance",marysville,"1100 State Ave Marysville, WA 98270","(360) 386-8319",snohomish,0,0,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,48.060448,-122.175826,1,rooftop,1100,"State Ave",,,Marysville,WA,"Snohomish County",98270,US,Snohomish
338,338,6,"Terry’s Transmission and Auto Repair",marysville,"16309 Smokey Point Blvd Marysville, WA 98271","(360) 653-4700",snohomish,1,0,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,0,1,0,0,,,,1,0,0,0,0,48.143716,-122.182894,1,range_interpolation,16309,"Smokey Point Blvd",,,Marysville,WA,"Snohomish County",98271,US,"TIGER/Line® dataset from the US Census Bureau"
339,339,8,"Bones’ Automotive",marysville,"1215 3rd St Marysville, WA 98270","(360) 653-3701",snohomish,0,0,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,48.051202,-122.181521,1,rooftop,1215,"3rd St",,,Marysville,WA,"Snohomish County",98270,US,Snohomish
340,340,2,"Canavans Automotive Repair",marysville,"15008 Smokey Point Blvd Ste D Marysville, WA 98271","(425) 870-2248",snohomish,0,0,2,Tuesday,10,,,,,,,,no_contact_after_2_tries,,Voicemail,no_phone_contact,0,0,,0,0,0,0,0,1,0,0,,,,0,0,1,0,0,48.133398,-122.183403,1,range_interpolation,15008,"Smokey Point Blvd",Ste,D,Marysville,WA,"Snohomish County",98271,US,"TIGER/Line® dataset from the US Census Bureau"
341,341,8,"Wheeler Automotive Maintenance and Repair",marysville,"3909 132nd Pl NE Ste 205 Marysville, WA 98271","(360) 474-9505",snohomish,0,0,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,48.115215,-122.164211,0.6,street_center,,"132nd Pl NE",Ste,205,Marysville,WA,"Snohomish County",98271,US,"TIGER/Line® dataset from the US Census Bureau"
342,342,4,"Corbett Automotive",marysville,"3925 88th St NE Ste A Marysville, WA 98270","(360) 659-9695",snohomish,0,1,1,Saturday,16,,,,,,,,no_contact_after_2_tries,,"Does not accept unidentified calls",no_phone_contact,0,0,,0,0,0,0,0,1,0,0,,,,0,0,1,0,0,48.075771,-122.176894,1,range_interpolation,3925,"88th St NE",Ste,A,Marysville,WA,"Snohomish County",98270,US,"TIGER/Line® dataset from the US Census Bureau"
343,343,4,"Northstate Auto Clinic",marysville,"4231 76th St NE Marysville, WA 98270","(360) 659-3333",snohomish,0,1,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,0,1,0,0,,,,1,0,0,0,0,48.065586,-122.173346,1,rooftop,4231,"76th St NE",,,Marysville,WA,"Snohomish County",98270,US,"Snohomish County"
344,344,2,"Rutts Automotive",marysville,"4025 80th St NE Ste D Marysville, WA 98270","(425) 346-0553",snohomish,0,0,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,0,1,0,0,,,,1,0,0,0,0,48.068705,-122.17604,1,rooftop,4025,"80th St NE",Ste,D,Marysville,WA,"Snohomish County",98270,US,"Snohomish County"
345,345,4,"Bud’s Auto Repair & Transmission",marysville,"707 Beach Ave Marysville, WA 98270","(425) 374-1944",snohomish,0,1,1,Thursday,14,0,0,0,0,,,,other,,"Not an auto repair shop. Wrong number",shop_no_longer_operating,0,0,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,48.0548,-122.182697,1,rooftop,707,"Beach Ave",,,Marysville,WA,"Snohomish County",98270,US,Snohomish
346,346,4,"Automotive Diagnostic Center",marysville,"14428 Smokey Pt Blvd Marysville, WA 98271","(360) 653-9691",snohomish,0,1,1,Thursday,13,,,0,0,,,,no_contact_after_2_tries,,"Does not accept unidentified calls",no_phone_contact,0,0,,0,0,0,0,0,1,0,0,,,,0,0,1,0,0,48.127515,-122.184241,0.8,rooftop,14428,"Smokey Point Blvd",,,Arlington,WA,"Snohomish County",98223,US,Snohomish
347,347,8,"VC Collision Repair",marysville,"70 State Ave Ste C Marysville, WA 98270","(425) 876-9916",snohomish,0,0,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,48.048072,-122.176435,1,rooftop,70,"State Ave",Ste,C,Marysville,WA,"Snohomish County",98270,US,"Snohomish County"
348,348,2,"Formula Tire-Marysville",marysville,"9229 State Ave Marysville, WA 98270","(360) 659-2727",snohomish,0,0,1,Tuesday,12,,,,,,,,does_not_provide_this_service,,,no_comment,0,1,,0,0,0,0,0,1,0,0,,,,0,1,0,0,0,48.079993,-122.174258,1,rooftop,9229,"State Ave",,,Marysville,WA,"Snohomish County",98270,US,Snohomish
349,349,4,Midas,marysville,"1384 State Ave Marysville, WA 98270","(360) 474-5030",snohomish,1,1,1,Monday,15,,,,,,,,no_contact_after_2_tries,,"Number not in service",no_phone_contact,0,0,,0,0,0,0,0,1,0,0,,,,0,0,1,0,0,48.067503,-122.17647,1,rooftop,1384,"State Ave",,,Marysville,WA,"Snohomish County",98270,US,Snohomish
350,350,6,NFAutomotive,arlington,"17316 Smokey Point Blvd Arlington, WA 98223","(360) 627-0155",snohomish,0,0,2,Friday,11,,,,,,,,no_contact_after_2_tries,,,no_comment,0,1,,0,0,0,0,0,1,0,0,,,,0,0,1,0,0,48.153792,-122.18355,1,rooftop,17316,"Smokey Point Blvd",,,Arlington,WA,"Snohomish County",98223,US,Snohomish
351,351,2,"Crosson’s Auto Repair","lake stevens","2011 123rd Ave NE Lake Stevens, WA 98258","(425) 334-2024",snohomish,0,0,1,Monday,14,1,0,1,1,,,,refused_to_provide_quote,,,no_comment,0,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,48.016495,-122.064725,1,rooftop,2011,"123rd Ave NE",,,"Lake Stevens",WA,"Snohomish County",98258,US,"Snohomish County"
352,352,6,"Randy’s Custom Exhaust",arlington,"19010 66th Ave NE Unit 3A Arlington, WA 98223","(360) 657-4326",snohomish,0,0,2,Thursday,15,,,,,,,,no_contact_after_2_tries,,,no_comment,0,1,,0,0,0,0,0,1,0,0,,,,0,0,1,0,0,48.167813,-122.141726,1,range_interpolation,19010,"66th Ave NE",Unit,3,Arlington,WA,"Snohomish County",98223,US,"TIGER/Line® dataset from the US Census Bureau"
353,353,6,"Herold’s Import Auto Repair",stanwood,"5119 188th St NW Stanwood, WA 98292","(360) 652-7866",snohomish,0,0,2,Thursday,14,,,,,,,,no_contact_after_2_tries,,,no_comment,0,1,,0,0,0,0,0,1,0,0,,,,0,0,1,0,0,48.167714,-122.301952,1,rooftop,5119,"188th St NW",,,Stanwood,WA,"Snohomish County",98292,US,"Snohomish County"
354,354,1,"Lost Forest Automotive","camano island","4033 Lost Forest Ln Camano Island, WA 98282","(360) 387-3180",island,0,1,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,1,0,0,0,,,,1,0,0,0,0,48.063978,-122.373238,1,rooftop,4033,"Lost Forest Ln",,,"Camano Island",WA,"Island County",98282,US,Island
355,355,2,"Randy’s Off Road Connection",marysville,"14702 Smokey Point Blvd Marysville, WA 98271","(360) 659-5259",snohomish,0,0,1,Thursday,15,1,0,,,,,,does_not_provide_this_service,,"Don't work on Toyota Camry.",does_not_perform_service,0,1,,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,48.129754,-122.184117,1,rooftop,14702,"Smokey Point Blvd",,,Marysville,WA,"Snohomish County",98271,US,Snohomish
356,356,8,"Matt’s Import Haven",clinton,"6446 Harding Ave Clinton, WA 98236","(360) 341-3504",island,0,0,1,Tuesday,13,0,0,0,0,,,,refused_to_provide_quote,0,"Required a License Plate or VIN to provide quote",requires_physical_presence_or_additional_information,0,1,,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,47.976945,-122.358251,1,rooftop,6446,"Harding Ave",,,Clinton,WA,"Island County",98236,US,Island
357,357,4,"Aaron’s Auto Repair",arlington,"20902 67th Ave NE Ste 387 Arlington, WA 98223","(425) 923-6576",snohomish,0,1,1,Thursday,15,,,0,0,,150,,other,0,"Voicemail said quote starts with $150",returned_call_with_quote_without_quote,1,1,,0,0,0,0,0,1,0,1,,,,0,0,0,1,0,48.185514,-122.137597,1,rooftop,20902,"67th Ave NE",Ste,387,Arlington,WA,"Snohomish County",98223,US,"Snohomish County"
358,358,8,"Terry’s Automotive Group",olympia,"2021 Harrison Ave NW Olympia, WA 98502","(360) 943-0410",thurston,0,0,1,Monday,11,0,0,0,1,650,,,,0,"3 hours of labor; includes cooland",additional_context,0,1,650,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,47.045841,-122.926888,1,rooftop,2021,"Harrison Ave NW",,,Olympia,WA,"Thurston County",98502,US,Thurston
359,359,6,"Gary’s Olympia Auto Service",olympia,"616 Legion Way SE Olympia, WA 98501","(360) 810-3958",thurston,0,0,2,Monday,10,0,0,0,0,677.53,,,,0,,no_comment,0,1,677.53,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,47.043813,-122.894558,1,rooftop,616,"Legion Way SE",,,Olympia,WA,"Thurston County",98501,US,Thurston
360,360,2,"Bron’s Automotive Inc",olympia,"1025 Black Lake Blvd SW Ste 2B Olympia, WA 98502","(360) 943-5993",thurston,0,0,1,Tuesday,8,0,0,0,0,885,,,,0,"After tax",indicated_no_additional_cost,0,1,885,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,47.038754,-122.934576,1,rooftop,1025,"Black Lake Blvd SW",Ste,2B,Olympia,WA,"Thurston County",98502,US,Thurston
361,361,2,"European Car Clinic",tumwater,"2726 Black Lake Blvd SW Ste 100 Tumwater, WA 98512","(360) 753-5887",thurston,0,0,1,Tuesday,11,,,,,,,,no_contact_after_2_tries,,Voicemail,no_phone_contact,0,0,,0,0,0,0,0,1,0,0,,,,0,0,1,0,0,47.023212,-122.95552,1,rooftop,2726,"Black Lake Blvd SW",Ste,100,Tumwater,WA,"Thurston County",98512,US,Thurston
362,362,4,"McLees Automotive Repair",olympia,"5130 Boston Harbor Rd NE Olympia, WA 98506","(360) 339-6309",thurston,0,1,1,Monday,16,0,0,0,1,825,,,,1,"Diagnose and can tell the exact amount. Suggests diagnosing first",additional_context,0,1,825,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,47.106266,-122.881226,1,rooftop,5130,"Boston Harbor Rd NE",,,Olympia,WA,"Thurston County",98506,US,Thurston
363,363,6,"Above & Beyond Auto Care",olympia,"222 A Division St NW Olympia, WA 98502","(360) 754-9580",thurston,0,0,1,Friday,10,0,0,0,0,870,,,,0,,no_comment,0,1,870,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,47.046592,-122.925617,1,rooftop,222,"Division St NW",,,Olympia,WA,"Thurston County",98502,US,Thurston
364,364,6,"Tumwater Automotive",tumwater,"6020 Capitol Blvd SE Tumwater, WA 98501","(360) 943-9097",thurston,0,0,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,0,1,0,0,,,,1,0,0,0,0,46.994645,-122.907023,0.9,rooftop,6020,"Capitol Blvd S",,,Olympia,WA,"Thurston County",98501,US,Thurston
365,365,6,"Orion Auto Tech",olympia,"1018 Plum St Se Olympia, WA 98501","(360) 914-5300",thurston,0,0,1,Thursday,15,0,0,0,0,649.1,,,,0,,no_comment,0,1,649.1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,47.040109,-122.89146,1,rooftop,1018,"Plum St SE",,,Olympia,WA,"Thurston County",98501,US,Thurston
366,366,6,"Integrity Car Care Center",tumwater,"3610 Black Lake Blvd SW Tumwater, WA 98512","(360) 943-6627",thurston,0,0,1,Friday,14,0,0,0,1,850,,,,0,,no_comment,0,1,850,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,47.01428,-122.961348,1,rooftop,3610,"Black Lake Blvd SW",,,Tumwater,WA,"Thurston County",98512,US,Thurston
367,367,6,"Olympia Autobody",olympia,"711 Legion Way SE Olympia, WA 98501","(360) 754-1333",thurston,0,0,2,Friday,10,,,,,,,,no_contact_after_2_tries,,,no_comment,0,1,,0,0,0,0,0,1,0,0,,,,0,0,1,0,0,47.043576,-122.893497,1,rooftop,711,"Legion Way SE",,,Olympia,WA,"Thurston County",98501,US,Thurston
368,368,2,"Meineke Car Care Center",olympia,"517 4th Ave E Olympia, WA 98501","(360) 515-9880",thurston,1,0,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,0,1,0,0,,,,1,0,0,0,0,47.044974,-122.895715,1,rooftop,517,"4th Ave E",,,Olympia,WA,"Thurston County",98501,US,Thurston
369,369,2,"Ken’s Auto NW",olympia,"6627 Old Hwy 101 NW Olympia, WA 98502","(360) 764-5274",thurston,0,0,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,0,1,0,0,,,,1,0,0,0,0,47.077652,-123.02258,1,rooftop,6627,"Old Hwy 101 NW",,,Olympia,WA,"Thurston County",98502,US,Thurston
370,370,6,"C.W. Exhaust & Auto Care",olympia,"310 S Bay Rd NE Olympia, WA 98506","(360) 489-0589",thurston,0,0,2,Thursday,13,,,,,,,,no_contact_after_2_tries,,,no_comment,0,1,,0,0,0,0,0,1,0,0,,,,0,0,1,0,0,47.048393,-122.863726,1,rooftop,310,"S Bay Rd NE",,,Olympia,WA,"Thurston County",98506,US,Thurston
371,371,2,"Foreign Autoworks",olympia,"410 Ronlee Ln NW Ste B Olympia, WA 98502","(360) 786-5676",thurston,0,0,2,Tuesday,9,0,0,0,0,736.45,,,,0,"After tax",indicated_no_additional_cost,0,1,736.45,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,47.049565,-122.994892,1,rooftop,410,"Ronlee Ln NW",Ste,,Olympia,WA,"Thurston County",98502,US,Thurston
372,372,2,"Jack’s Madrona Autoworks",olympia,"525 Ronlee Ln NW Olympia, WA 98502","(360) 866-8615",thurston,0,0,1,,,,,,,,,,no_contact_after_2_tries,,"Does not accept unidentified calls.",no_phone_contact,0,0,,0,0,0,0,0,1,0,0,,,,0,0,1,0,0,47.050226,-122.995841,1,rooftop,525,"Ronlee Ln NW",,,Olympia,WA,"Thurston County",98502,US,Thurston
373,373,2,"South Bay Automotive",olympia,"3422 S Bay Rd NE Olympia, WA 98506","(360) 464-9644",thurston,0,0,2,Tuesday,10,,,,,,,,no_contact_after_2_tries,,Voicemail,no_phone_contact,0,0,,0,0,0,0,0,1,0,0,,,,0,0,1,0,0,47.080023,-122.846375,1,rooftop,3422,"S Bay Rd NE",,,Olympia,WA,"Thurston County",98506,US,Thurston
374,374,2,"Gearhead Automotive",pasco,"Pasco, WA 99301","(509) 591-7184",franklin,0,0,1,Tuesday,10,,,,,,,,no_contact_after_2_tries,,"Automatic message: person not available.",no_phone_contact,0,0,,0,0,0,0,0,1,0,0,,,,0,0,1,0,0,46.42066,-118.899447,1,place,,,,,Pasco,WA,"Franklin County",99301,US,"TIGER/Line® dataset from the US Census Bureau"
375,375,2,"Firestone Complete Auto Care",pasco,"4515 N Rd 68 Pasco, WA 99301","(509) 492-5683",franklin,1,0,2,Tuesday,9,1,0,0,0,690.69,,,,0,"Before tax, they have a sale coming up and I could save $100",additional_context,0,1,690.69,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,46.316934,-119.214319,1,range_interpolation,4515,"N Rd 68",,,Pasco,WA,"Franklin County",99301,US,"TIGER/Line® dataset from the US Census Bureau"
376,376,6,"Bonnie and Clyde’s Muffler Center",pasco,"727 W Columbia St Pasco, WA 99301","(509) 547-4666",franklin,1,0,1,Friday,11,1,0,0,0,,800,900,,0,,no_comment,1,1,850,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,46.228581,-119.096957,1,rooftop,727,"W Columbia St",,,Pasco,WA,"Franklin County",99301,US,"City of Pasco"
377,377,6,"Columbia River Transmission & Auto Repair",pasco,"2115 W A St Pasco, WA 99301","(509) 543-7200",franklin,0,0,1,Thursday,14,0,0,0,0,700,,,,0,,no_comment,0,1,700,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,46.227218,-119.119199,1,rooftop,2115,"W A St",,,Pasco,WA,"Franklin County",99301,US,"City of Pasco"
378,378,8,"Master Tech Automotive",richland,"1315 Lee Blvd Richland, WA 99352","(509) 545-6165",benton,1,0,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,0,0,0,0,,,,1,0,0,0,0,46.274516,-119.280599,1,rooftop,1315,"Lee Blvd",,,Richland,WA,"Benton County",99352,US,"City of Richland"
379,379,2,"Rivers Edge Auto Repair",pasco,"821 S 13th Ln Pasco, WA 99301","(509) 567-7012",franklin,0,0,1,Thursday,15,,,,,,,,no_contact_after_2_tries,,"Voicemail not set up. Can't get through.",no_phone_contact,0,0,,0,0,0,0,0,1,0,0,,,,0,0,1,0,0,46.226036,-119.105937,1,rooftop,821,"S 13th Ln",,,Pasco,WA,"Franklin County",99301,US,"City of Pasco"
380,380,2,"Luke’s Redmond Automotive",redmond,"15145 NE 90th St Redmond, WA 98052","(425) 885-4333",king,0,0,1,Tuesday,12,0,0,1,1,,400,600,,0,"Also suggested to have belts and hoses checked",indicated_additional_cost,1,1,500,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,47.681977,-122.138166,1,rooftop,15145,"NE 90th St",,,Redmond,WA,"King County",98052,US,King
381,381,2,Autosys,redmond,"18018 Redmond Way Ste 19 Redmond, WA 98052","(425) 882-0630",king,0,0,,,,,,,,,,,,,,no_comment,0,0,,0,0,0,0,0,1,0,0,,,,1,0,0,0,0,47.665147,-122.098381,1,rooftop,18018,"Redmond Way",Ste,19,Redmond,WA,"King County",98052,US,King
382,382,2,"West Werks Automotive Garage",redmond,"17657 1/2 Redmond Way Redmond, WA 98052","(425) 605-3561",king,0,0,2,Tuesday,9,0,0,0,0,725,,,,0,"Before tax",indicated_additional_cost,0,1,725,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,47.667952,-122.104069,0.9,rooftop,17657,"Redmond Way",,,Redmond,WA,"King County",98052,US,King
383,383,8,"Zahntech Import Automotive",redmond,"15215 NE 90th St Redmond, WA 98052","(425) 861-8060",king,0,0,1,Wednesday,13,0,0,0,0,800,,,,0,"They returned phonecall/ left voicemail",returned_call_with_quote,0,1,800,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,47.68166,-122.137284,1,rooftop,15215,"NE 90th St",,,Redmond,WA,"King County",98052,US,King
384,384,2,"Redmond Werkshop - VW, Audi, Volvo, Subaru",redmond,"15205 NE 90th St Redmond, WA 98052","(425) 885-7677",king,0,0,2,Tuesday,10,,,,,,,,no_contact_after_2_tries,,Voicemail,no_phone_contact,0,0,,0,0,0,0,0,1,0,0,,,,0,0,1,0,0,47.681979,-122.13737,1,rooftop,15205,"NE 90th St",,,Redmond,WA,"King County",98052,US,King
385,385,8,"Chris’s German Auto Service",redmond,"9107 151st Ave NE Redmond, WA 98052","(425) 615-7339",king,0,0,1,Thursday,11,0,0,0,0,,,,does_not_provide_this_service,,,no_comment,0,1,,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,47.68377,-122.140874,1,rooftop,9107,"151st Ave NE",,,Redmond,WA,"King County",98052,US,King
386,386,4,"Jim’s Automotive Performance Center",redmond,"17825 NE 65th St Ste C115 Redmond, WA 98052","(425) 885-6609",king,0,1,1,Monday,15,1,0,,,,,,other,,"Took the info and will call back with the estimate",failed_callback,0,1,,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,47.66331,-122.102468,1,rooftop,17825,"NE 65th St",Ste,C115,Redmond,WA,"King County",98052,US,King
387,387,4,"Procar Northwest",redmond,"17825 NE 65th St Redmond, WA 98052","(425) 885-5706",king,0,1,1,Thursday,14,1,0,0,0,,,,other,,"Call back in a few mins",failed_callback,0,1,,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,47.66331,-122.102468,1,rooftop,17825,"NE 65th St",,,Redmond,WA,"King County",98052,US,King
388,388,8,"Stingray Auto Repair",redmond,"22647 NE Redmond Fall City Rd Redmond, WA 98053","(425) 836-7466",king,0,0,1,Thursday,13,0,0,1,1,,630,650,,1,"Price range is due to liklihood of needing more than a gallon of coolant",additional_context,1,1,640,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,47.645546,-122.036368,1,rooftop,22647,"NE Redmond Fall City Rd",,,Redmond,WA,"King County",98053,US,King
